child_variety,parent_variety,parent_role,evidence_type,marker_type,n_markers,lod_score,study_reference,doi,confirmed_year,confidence_level,notes
ARINTO DO DÃO,GIBI = HEBÉN,Parent 1,SSR,SSR,20,34.67,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Lacombe 2010 | nSSR: 20/0
ARINTO DO DÃO,F ALFROCHEIRO PRETO,Parent 2,SSR,SSR,20,34.67,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Lacombe 2010 | nSSR: 20/0
ARMAS,COARNA ALBA,Parent 1,SSR,SSR,20,41.34,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ARMAS,F FRANCUSE,Parent 2,SSR,SSR,20,41.34,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
AROMATICA = PIROVANO 393,MUSCAT DE HAMBOURG,Parent 1,SSR,SSR,20,24.45,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
AROMATICA = PIROVANO 393,CICLOPICA = PIROVANO 60,Parent 2,SSR,SSR,20,24.45,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
AROMATICA ROSE (COLLECTION CARDINAL = G 10‐30,SULTANINE,Parent 1,SSR,SSR,20,35.44,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
AROMATICA ROSE (COLLECTION CARDINAL = G 10‐30,BORDEAUX),Parent 2,SSR,SSR,20,35.44,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
AROMRIESLING,RIESLING WEISS,Parent 1,SSR,SSR,20,30.57,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 17/0
AROMRIESLING,MUSCAT PRÉCOCE DE SAUMUR,Parent 2,SSR,SSR,20,30.57,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 17/0
ARPAD = EVÊQUE PROHASZKA,KECSKEMET KINCSE,Parent 1,SSR,SSR,20,40.21,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
ARPAD = EVÊQUE PROHASZKA,MUSCAT D'ALEXANDRIE,Parent 2,SSR,SSR,20,40.21,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
ARRILOBA,SAUVIGNON,Parent 1,SSR,SSR,20,32.52,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
ARRILOBA,RAFFIAT DE MONCADE,Parent 2,SSR,SSR,20,32.52,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
ASKÉRI,SULTANINE,Parent 1,SSR,SSR,20,41.25,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ASKÉRI,BLANC D'IRAN (CHARIF),Parent 2,SSR,SSR,20,41.25,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ASPIRAN BOUSCHET,RIVAIRENC = ASPIRAN,Parent 1,SSR,SSR,20,34.48,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
ASPIRAN BOUSCHET,TEINTURIER,Parent 2,SSR,SSR,20,34.48,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
ASSARIO BLANC FEMELLE,GIBI = HEBÉN,Parent 1,SSR,SSR,20,38.32,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ASSARIO BLANC FEMELLE,F MUSCAT D'ALEXANDRIE,Parent 2,SSR,SSR,20,38.32,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
ATOMIC,CRIOLLA GRANDE SANJUANINA,Parent 1,SSR,SSR,20,31.96,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. F | nSSR: 20/0
ATOMIC,GROS COLMAN,Parent 2,SSR,SSR,20,31.96,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. F | nSSR: 20/0
ATTIKI,BLACK MONUKKA,Parent 1,SSR,SSR,20,48.01,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
ATTIKI,ALPHONSE LAVALLÉE,Parent 2,SSR,SSR,20,48.01,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
ATTILA,ROSA MENNA DI VACCA,Parent 1,SSR,SSR,20,30.56,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
ATTILA,F MATHIASZ JANOSNE = MATHIASZ 210,Parent 2,SSR,SSR,20,30.56,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. | nSSR: 20/1
AUBIN,GOUAIS BLANC = HEUNISCH WEISS SAVAGNIN = TRAMINER,Parent 1,SSR,SSR,20,37.61,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 | nSSR: 20/0
AUBIN VERT,PINOT,Parent 1,SSR,SSR,20,31.97,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999 | nSSR: 20/0
AUBIN VERT,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,31.97,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999 | nSSR: 20/0
AUGUSTA (NEAGU‐GEORGESCU) REINE DES VIGNES,ITALIA = PIROVANO 65,Parent 1,SSR,SSR,20,31.23,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
AURORA BLANC = CG 91‐560,PERLE DE CSABA,Parent 1,SSR,SSR,20,40.85,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
AURORA BLANC = CG 91‐560,REINE DES VIGNES,Parent 2,SSR,SSR,20,40.85,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
AURORA FAUX (COLLECTION MENDOZA) CARDINAL = G 10‐30,MOLINERA GORDA,Parent 1,SSR,SSR,20,41.77,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,No information on the original cross. | nSSR: 20/0
AUTOFÉCONDATION CHASSELAS N°59 CHASSELAS,CHASSELAS,Parent 1,SSR,SSR,20,46.04,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
AUTOFÉCONDATION CHASSELAS ROSE MUSCAT À PETITS GRAINS,CHASSELAS,Parent 1,SSR,SSR,20,42.39,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
AUTOFÉCONDATION CHASSELAS ROSE MUSCAT À PETITS GRAINS,N°18,Parent 2,SSR,SSR,20,42.39,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Half validation of breeder's data. | nSSR: 20/0
AUTOFÉCONDATION ITALIA N°120 ITALIA = PIROVANO 65,ITALIA = PIROVANO 65,Parent 1,SSR,SSR,20,40.15,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
AUTOFÉCONDATION SAUVIGNON N°106 SAUVIGNON,SAUVIGNON,Parent 1,SSR,SSR,20,46.63,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
AUTOFÉCONDATION SYRAH 1992 SYRAH,SYRAH,Parent 1,SSR,SSR,20,54.69,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
AUTOFÉCONDATION VIOGNIER 1992 VIOGNIER,VIOGNIER,Parent 1,SSR,SSR,20,44.67,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
AUTUMN BLACK,BLACK ROSE = H 3‐47,Parent 1,SSR,SSR,20,39.0,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
AUTUMN BLACK,CALMERIA = C11‐31‐5,Parent 2,SSR,SSR,20,39.0,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
AUXERROIS,PINOT,Parent 1,SSR,SSR,20,29.35,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999; | nSSR: 20/0
AUXERROIS,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,29.35,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999; | nSSR: 20/0
AZOUGAH,ABOUHOU = ASSERGHIN,Parent 1,SSR,SSR,20,33.55,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 20/1
AZOUGAH,F DEDO DE DAMA,Parent 2,SSR,SSR,20,33.55,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 20/1
BACCHUS BIDAULT,GOUAIS BLANC = HEUNISCH WEISS CABERNET FRANC,Parent 1,SSR,SSR,20,45.11,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Invalidation of breeder's data. | nSSR: 20/0
BACHET,PINOT,Parent 1,SSR,SSR,20,34.73,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999 | nSSR: 20/0
BACHET,GOUAIS BLANC = HEUNISCH WEISS,Parent 2,SSR,SSR,20,34.73,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 and 1999 | nSSR: 20/0
BAJOR KÉK = AUGSTER BLAU,GOHER,Parent 1,SSR,SSR,20,35.22,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
BAJOR KÉK = AUGSTER BLAU,F BLANK BLAUER = VULPEA,Parent 2,SSR,SSR,20,35.22,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
BAKARKA,KÖVIDINKA,Parent 1,SSR,SSR,20,42.71,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
BAKARKA,KADARKA KEK,Parent 2,SSR,SSR,20,42.71,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
BAKATOR TÜDÖSZINÜ FAUX,BLANC D'AMBRE,Parent 1,SSR,SSR,20,34.89,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
BAKATOR TÜDÖSZINÜ FAUX,F MADELEINE SALOMON = AGOSTENGA BLANC,Parent 2,SSR,SSR,20,34.89,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
BALATON KINCSE,MATHIASZ JANOSNE = MATHIASZ 210 FURMINT,Parent 1,SSR,SSR,20,35.23,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
BALOUTI (ABBAYE DE LATROUN) GRENACHE = GARNACHA,UGNI BLANC = TREBBIANO TOSCANO,Parent 1,SSR,SSR,20,34.96,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
BALOUZME = MOUHAMADI,HUNISA,Parent 1,SSR,SSR,20,47.89,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 19/0
BALOUZME = MOUHAMADI,F KAISI ROUMI,Parent 2,SSR,SSR,20,47.89,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 19/0
BALSAMINA (COLLECTION OBERLIN) MUSCAT SAINT‐LAURENT,MADELEINE ROYALE,Parent 1,SSR,SSR,20,41.7,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 20/0
BALZAC BLANC,GOUAIS BLANC = HEUNISCH WEISS CHENIN,Parent 1,SSR,SSR,20,36.05,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Confirmation of prior publication: Bowers 1998 | nSSR: 20/0
BARAL,CAHOURS,Parent 1,SSR,SSR,20,33.12,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Alternative. | nSSR: 20/0
BARAL,CARRASQUIN,Parent 2,SSR,SSR,20,33.12,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Alternative. | nSSR: 20/0
BARAL,CAHOURS,Parent 1,SSR,SSR,20,33.12,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Alternative. | nSSR: 20/0
BARAL,PRIETO PICUDO,Parent 2,SSR,SSR,20,33.12,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Alternative. | nSSR: 20/0
BARAL,CAHOURS,Parent 1,SSR,SSR,20,33.12,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Alternative. | nSSR: 20/0
BARAL,VERDESSE,Parent 2,SSR,SSR,20,33.12,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Alternative. | nSSR: 20/0
BARAL,CAHOURS,Parent 1,SSR,SSR,20,35.89,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Alternative. | nSSR: 20/0
BARAL,FER,Parent 2,SSR,SSR,20,35.89,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Alternative. | nSSR: 20/0
BARCELLO,AMARAL = CAIÑO LONGO,Parent 1,SSR,SSR,20,39.78,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 19/0
BARCELLO,AZAL,Parent 2,SSR,SSR,20,39.78,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,nSSR: 19/0
BARLINKA FAUX (ALMERIA),ASSOUAD ANOUNI,Parent 1,SSR,SSR,20,26.32,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 19/1
BARLINKA FAUX (ALMERIA),ALPHONSE LAVALLÉE,Parent 2,SSR,SSR,20,26.32,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 19/1
BASERRI,MUSCADELLE,Parent 1,SSR,SSR,20,38.96,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
BASERRI,GROS MANSENG,Parent 2,SSR,SSR,20,38.96,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,confirmed,Validation of breeder's data. | nSSR: 20/0
BASILE LOGOTHETIS = PIROVANO 77 SULTANINE,MUSCAT D'ALEXANDRIE,Parent 1,SSR,SSR,20,32.88,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,Validation of breeder's data. Confirmation of prior publication: | nSSR: 20/1
BASILIKUMTRAUBE,PINOT,Parent 1,SSR,SSR,20,25.23,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 20/1
BASILIKUMTRAUBE,CHASSELAS,Parent 2,SSR,SSR,20,25.23,Lacombe et al. 2013,10.1007/s00122-012-1988-2,2013,probable,nSSR: 20/1
